snoring,respirationrate,bodytemperature,sleepinghours,heartrate,stresslevel
42,17,98.88,8.0,60,1
68,28,100.6,10.25,45,4
47,23,96.7,6.78,57,2
51,21,99.49,6.6,81,2
79,2,83.93,0.94,121,5
65,9,99.88,6.21,88,3
67,28,95.08,10.1,91,4
67,6,100.55,10.49,94,4
69,28,95.14,5.27,100,4
78,5,80.67,0.66,40,5
60,8,96.22,5.57,88,3
81,0,107.49,1.05,40,5
72,6,100.21,5.05,47,4
43,14,98.74,7.37,75,1
70,30,95.64,10.39,48,4
66,6,95.52,10.33,97,4
49,23,99.11,6.71,83,2
49,11,96.73,6.66,57,2
63,25,96.07,5.66,89,3
43,19,98.75,8.31,70,1
89,39,107.8,1.89,111,5
50,23,96.73,9.15,82,2
31,19,98.55,8.48,77,1
57,26,99.62,5.69,52,3
56,26,96.37,5.78,50,3
66,30,100.37,5.0,99,4
77,5,80.26,1.42,119,5
81,4,84.26,2.85,130,5
70,6,100.58,10.14,99,4
79,2,106.97,0.21,130,5
66,6,100.55,10.23,99,4
35,12,98.69,8.22,78,1
32,19,98.41,8.97,68,1
44,19,97.21,7.16,78,1
56,26,95.99,5.86,90,3
83,36,83.16,3.27,127,5
36,12,98.12,7.35,71,1
90,4,84.96,1.83,35,5
56,26,96.2,5.74,52,3
35,18,97.13,8.1,78,1
44,20,97.15,8.69,75,1
76,3,80.4,2.68,112,5
40,18,97.06,7.41,66,1
47,10,99.16,6.76,81,2
45,16,97.3,8.82,67,1
57,8,96.39,5.86,54,3
68,29,95.1,5.22,96,4
35,20,98.06,8.93,70,1
54,11,99.35,9.11,81,2
54,10,99.21,6.55,82,2
62,25,99.8,6.16,90,3
74,28,95.29,5.27,91,4
48,21,99.36,9.19,82,2
82,5,82.41,1.18,38,5
73,7,100.59,5.16,99,4
46,10,96.75,9.27,57,2
66,27,95.15,5.09,48,4
61,26,99.65,6.24,89,3
73,30,95.43,5.32,93,4
46,10,96.87,6.54,56,2
71,28,100.41,5.32,100,4
63,9,99.62,5.73,86,3
56,9,96.13,5.54,89,3
62,9,99.8,6.4,88,3
72,7,95.07,5.07,45,4
65,24,99.76,5.85,87,3
31,14,97.21,7.95,74,1
88,40,81.39,3.39,128,5
37,15,98.65,7.17,75,1
87,2,80.53,1.76,43,5
33,13,98.59,7.94,74,1
36,19,97.52,8.46,75,1
49,23,96.67,6.54,82,2
64,24,96.3,6.22,52,3
77,40,105.66,1.73,129,5
59,24,99.73,5.85,88,3
54,11,99.5,6.76,58,2
39,18,98.01,7.8,72,1
48,23,99.11,6.85,58,2
51,22,99.31,9.39,85,2
30,20,97.95,8.99,80,1
69,30,95.76,5.17,46,4
74,28,100.57,10.07,99,4
48,21,99.5,6.83,55,2
79,36,80.62,3.35,112,5
82,3,109.41,3.64,37,5
81,3,83.74,2.13,124,5
70,27,100.3,5.33,49,4
56,25,99.87,6.29,51,3
65,24,99.7,5.64,51,3
75,30,100.49,5.12,45,4
51,21,99.37,9.38,59,2
37,14,98.56,7.81,69,1
59,26,99.91,5.81,52,3
72,6,100.35,5.32,93,4
90,1,80.14,3.83,43,5
70,7,100.28,5.39,45,4
69,7,100.38,5.24,45,4
73,29,100.36,5.36,47,4
52,23,96.52,9.09,58,2
84,40,83.31,2.11,115,5
85,3,84.94,0.67,40,5
58,26,99.74,6.09,89,3
63,9,99.81,6.33,52,3
78,35,107.54,1.26,42,5
66,30,100.63,5.22,100,4
87,34,80.87,1.42,38,5
34,19,98.41,7.4,61,1
42,13,98.61,7.93,75,1
71,29,100.33,10.03,99,4
34,18,97.14,8.63,63,1
50,21,96.86,6.6,83,2
70,6,100.19,5.14,95,4
65,8,96.01,6.08,88,3
46,10,99.28,9.14,84,2
41,14,97.38,7.69,68,1
58,26,96.4,6.29,90,3
84,1,108.86,2.95,114,5
63,26,96.04,6.09,89,3
75,29,95.52,10.47,47,4
59,9,99.95,6.25,86,3
56,8,99.61,5.79,89,3
68,7,100.54,5.25,100,4
62,9,96.22,6.38,86,3
77,33,105.91,0.64,37,5
55,22,99.2,9.07,58,2
63,26,96.04,5.8,86,3
81,2,80.8,0.64,119,5
44,17,97.9,7.1,72,1
58,26,96.29,5.54,51,3
46,22,96.74,6.55,56,2
58,9,99.72,5.84,50,3
64,8,96.3,6.15,51,3
59,8,99.69,6.33,52,3
67,30,100.24,5.29,45,4
84,1,84.13,2.26,128,5
81,38,80.83,1.77,44,5
56,8,96.13,6.16,51,3
30,17,97.76,7.1,64,1
55,11,99.35,9.3,83,2
81,40,84.13,0.59,118,5
75,6,95.23,5.09,47,4
59,9,99.66,5.67,87,3
64,9,99.72,5.61,54,3
55,22,96.51,9.36,55,2
32,14,97.18,8.53,63,1
38,15,97.32,7.76,66,1
46,10,96.59,9.0,58,2
66,6,95.65,5.01,48,4
62,24,99.9,6.39,88,3
70,7,95.61,5.06,49,4
57,8,99.82,6.18,54,3
52,10,96.61,9.14,81,2
86,36,107.86,0.37,130,5
81,4,84.99,3.88,122,5
63,8,99.95,5.72,89,3
64,9,95.98,6.14,52,3
75,7,95.61,10.44,45,4
50,10,96.9,6.82,84,2
57,26,99.62,6.36,52,3
34,15,98.03,7.47,73,1
43,20,97.25,8.25,76,1
74,6,95.48,5.11,96,4
49,11,96.74,9.1,57,2
34,17,97.93,8.32,64,1
73,29,95.28,5.23,98,4
67,29,95.56,10.03,46,4
36,14,98.26,7.23,70,1
38,16,98.66,7.2,62,1
54,23,99.42,9.29,57,2
38,17,97.87,7.14,71,1
67,6,95.46,5.31,99,4
40,14,97.37,8.69,66,1
46,10,96.64,6.54,81,2
37,16,97.52,8.84,65,1
62,9,99.83,5.83,86,3
54,11,99.34,6.78,81,2
79,38,80.42,2.09,38,5
90,1,109.2,3.3,119,5
68,6,100.28,5.28,100,4
60,9,95.98,6.32,53,3
47,23,96.78,6.82,55,2
70,6,100.49,10.21,47,4
59,9,96.01,6.23,50,3
59,9,96.3,6.35,50,3
79,4,105.44,2.13,40,5
90,0,80.23,0.64,110,5
87,1,109.11,1.06,39,5
89,3,107.0,3.17,38,5
56,25,99.94,5.64,50,3
54,11,96.67,9.35,57,2
65,25,99.7,6.14,53,3
79,33,83.35,0.32,127,5
77,38,81.96,0.11,41,5
46,10,96.72,9.17,85,2
78,0,82.9,3.5,40,5
76,35,83.78,2.46,43,5
78,34,105.49,1.42,129,5
86,36,109.97,1.34,40,5
69,28,100.25,5.14,48,4
79,39,81.68,2.2,124,5
55,10,96.81,9.38,56,2
69,6,95.11,10.25,46,4
70,7,100.36,5.25,49,4
31,17,98.19,7.47,72,1
51,11,99.29,9.05,83,2
49,11,96.5,9.39,85,2
89,0,84.77,2.56,44,5
42,19,98.49,7.68,74,1
47,11,96.59,6.6,84,2
90,3,109.94,3.64,40,5
60,9,96.21,6.35,90,3
85,31,80.77,2.41,38,5
90,0,83.25,0.7,41,5
37,13,98.39,8.77,78,1
43,12,98.42,7.55,68,1
74,30,100.62,10.04,96,4
70,30,95.25,5.21,49,4
40,17,98.85,8.09,71,1
62,26,96.02,5.58,86,3
86,34,82.29,2.45,40,5
77,35,83.04,1.7,112,5
58,24,99.91,6.09,89,3
51,21,99.38,9.4,84,2
72,27,100.38,10.27,47,4
46,22,99.34,6.71,56,2
56,26,95.96,6.19,54,3
87,33,107.56,0.34,124,5
88,39,83.83,1.92,127,5
43,17,98.74,8.25,74,1
78,3,107.29,1.47,111,5
90,0,105.18,1.87,125,5
69,6,95.15,5.08,46,4
66,7,100.45,10.26,96,4
67,7,95.28,10.36,97,4
39,16,98.06,8.14,73,1
42,18,98.95,7.71,66,1
45,14,97.68,8.85,67,1
71,29,95.67,10.39,47,4
70,27,100.58,10.1,45,4
46,22,96.67,6.76,82,2
90,1,106.42,1.55,122,5
57,8,95.98,6.28,52,3
75,29,95.61,10.22,92,4
68,7,100.2,5.03,48,4
34,15,97.55,7.2,67,1
72,30,100.47,5.34,91,4
81,1,107.44,2.5,35,5
78,2,106.78,1.46,43,5
50,22,99.49,9.49,83,2
64,24,95.95,5.59,51,3
38,18,97.82,8.25,70,1
64,9,99.6,6.16,86,3
80,1,108.45,0.35,129,5
57,8,96.26,5.77,86,3
64,25,96.3,5.59,51,3
54,10,96.65,6.65,59,2
58,9,96.13,6.26,51,3
51,23,99.2,6.65,58,2
68,29,100.68,5.18,45,4
63,26,96.04,5.71,86,3
65,8,99.78,5.81,52,3
50,11,96.57,6.63,84,2
68,27,100.39,5.22,95,4
42,15,98.16,7.88,60,1
84,2,84.29,1.53,37,5
40,13,97.51,7.62,60,1
70,27,100.52,10.19,48,4
47,11,96.54,6.81,57,2
45,17,97.96,8.66,61,1
43,19,98.74,7.09,71,1
49,21,99.44,6.78,59,2
56,9,96.35,6.37,53,3
66,6,95.23,5.11,93,4
81,3,80.19,0.81,35,5
55,21,99.45,6.66,58,2
49,21,99.32,6.75,84,2
54,23,99.3,9.23,85,2
38,18,97.71,7.32,68,1
70,6,95.67,10.39,93,4
66,30,95.3,5.34,92,4
64,24,96.06,6.18,86,3
75,27,95.2,10.25,45,4
47,10,96.53,9.49,56,2
57,25,99.91,5.77,53,3
61,26,99.75,5.61,86,3
51,23,96.82,6.74,81,2
72,6,100.14,5.32,46,4
41,14,98.06,8.45,70,1
60,26,99.97,6.22,51,3
81,39,109.69,3.61,117,5
57,9,99.94,5.78,54,3
77,39,82.33,3.25,41,5
56,8,96.37,6.17,87,3
61,8,96.33,6.38,86,3
55,10,99.29,9.29,84,2
36,20,97.77,8.91,66,1
73,6,95.44,10.29,92,4
60,25,99.8,6.39,87,3
64,9,96.07,6.39,86,3
58,26,96.35,5.79,87,3
83,33,108.58,1.04,126,5
77,34,84.23,2.57,41,5
72,28,95.62,10.04,94,4
47,21,99.33,9.0,55,2
56,9,99.84,6.05,89,3
81,3,82.67,3.73,121,5
30,19,98.83,7.41,69,1
42,17,97.76,8.65,64,1
61,26,96.31,6.05,86,3
57,24,95.91,6.31,53,3
32,16,97.66,7.92,72,1
56,24,99.98,6.08,53,3
88,32,108.41,2.43,125,5
74,7,95.21,5.22,91,4
65,25,99.76,5.87,89,3
88,5,107.9,1.69,120,5
47,21,96.8,6.53,85,2
46,11,96.73,6.57,57,2
85,37,82.74,1.44,128,5
69,6,95.07,10.08,92,4
86,39,80.81,2.62,119,5
55,21,99.39,6.69,58,2
51,23,99.11,9.45,84,2
82,2,84.82,1.14,41,5
69,6,100.1,5.18,91,4
81,2,106.31,2.71,121,5
63,25,99.81,6.12,52,3
37,16,98.52,7.48,67,1
55,11,96.83,6.71,58,2
67,29,95.14,10.31,96,4
85,39,108.65,2.22,121,5
66,6,100.53,5.0,48,4
63,8,99.95,5.89,90,3
31,17,97.41,7.7,60,1
62,25,99.75,6.2,50,3
55,22,99.41,6.57,83,2
69,7,100.68,10.32,49,4
82,35,108.98,1.63,38,5
84,34,108.87,0.29,128,5
66,29,95.36,10.11,94,4
89,1,82.58,2.41,35,5
81,0,106.57,1.41,40,5
69,6,100.53,10.2,49,4
63,9,99.84,6.18,89,3
73,6,100.69,5.09,96,4
75,30,95.57,10.02,100,4
35,15,97.64,8.48,73,1
55,23,96.57,9.01,55,2
80,3,83.0,2.9,117,5
41,17,98.32,7.16,74,1
59,8,96.16,5.54,86,3
52,21,99.46,9.04,81,2
62,26,96.18,6.34,52,3
65,9,99.73,5.74,50,3
75,6,100.53,10.07,48,4
42,20,98.25,7.0,79,1
68,6,100.1,10.27,45,4
44,17,97.54,7.64,75,1
62,9,96.32,5.66,86,3
71,28,95.03,10.06,49,4
66,29,100.15,5.38,45,4
64,9,99.9,5.65,89,3
73,6,100.34,5.22,45,4
88,0,82.69,3.04,110,5
80,2,106.31,3.46,44,5
69,6,95.33,10.19,46,4
84,0,106.44,0.59,127,5
54,22,96.62,9.04,83,2
52,22,99.18,9.1,81,2
37,12,98.92,7.6,75,1
47,23,96.66,6.89,81,2
86,32,108.98,0.71,36,5
68,27,95.51,10.05,46,4
72,29,95.22,10.03,98,4
38,19,98.66,8.86,80,1
46,10,96.82,9.3,82,2
49,11,99.31,9.43,55,2
33,18,97.37,7.48,75,1
34,13,97.68,8.84,80,1
33,20,97.09,8.06,68,1
89,2,105.41,2.15,38,5
54,10,96.79,9.48,59,2
64,24,99.81,5.8,50,3
61,9,99.85,5.52,87,3
50,23,99.42,9.27,84,2
54,21,96.73,9.04,55,2
75,28,100.44,10.25,45,4
61,9,99.67,6.29,50,3
38,14,98.01,7.43,64,1
89,1,106.9,2.78,115,5
63,25,95.99,5.79,54,3
57,8,96.17,5.88,53,3
85,39,105.92,0.9,124,5
61,24,96.02,6.1,54,3
56,26,96.34,6.2,86,3
53,21,96.88,9.32,85,2
79,2,82.51,1.58,110,5
43,14,97.65,8.0,68,1
72,7,100.46,5.19,94,4
87,0,82.0,3.62,38,5
62,9,96.2,6.37,89,3
62,25,99.63,6.3,52,3
67,6,95.18,5.39,46,4
69,27,95.71,10.49,95,4
63,9,95.9,5.73,87,3
59,8,96.09,5.66,88,3
69,7,95.68,5.14,47,4
87,38,82.92,0.22,116,5
64,8,99.78,6.36,50,3
39,18,98.16,7.31,72,1
72,7,100.49,5.24,92,4
59,24,99.95,5.69,87,3
50,10,96.68,6.78,84,2
59,9,99.73,6.04,90,3
89,3,105.12,2.25,110,5
71,30,95.72,5.02,48,4
66,7,95.78,10.17,96,4
30,18,97.76,8.12,71,1
76,2,84.91,2.66,38,5
66,28,95.15,5.14,45,4
33,14,98.59,7.54,78,1
60,24,99.71,6.2,89,3
52,22,99.44,9.19,82,2
52,23,99.43,9.02,84,2
44,20,98.01,8.67,72,1
61,25,99.88,6.08,51,3
79,0,106.27,3.59,44,5
87,4,81.81,0.6,44,5
87,1,106.89,3.38,130,5
86,38,82.3,1.52,43,5
58,9,96.13,5.68,88,3
79,3,106.9,2.56,126,5
65,8,96.09,5.57,86,3
49,23,96.53,9.02,56,2
88,36,83.27,3.0,38,5
80,0,109.46,2.65,118,5
60,8,96.05,5.54,51,3
57,24,99.91,5.71,87,3
61,9,96.03,6.2,88,3
47,10,96.78,9.11,58,2
59,9,99.97,6.04,87,3
32,19,97.36,8.08,78,1
47,23,99.25,9.37,58,2
38,16,97.92,7.93,60,1
85,3,81.14,3.04,39,5
78,34,83.18,3.77,36,5
65,26,99.84,5.76,86,3
51,10,96.65,9.23,85,2
65,25,99.96,5.61,53,3
87,2,83.0,1.42,115,5
50,23,96.55,6.76,81,2
54,22,99.47,9.04,85,2
81,40,81.74,1.75,39,5
65,25,96.08,5.51,51,3
50,11,96.74,6.84,56,2
89,0,81.71,3.03,41,5
48,10,96.65,9.37,55,2
46,10,96.62,9.13,56,2
51,23,96.88,9.41,56,2
66,7,95.3,5.1,45,4
81,37,80.98,0.05,111,5
47,21,96.67,6.77,56,2
46,23,96.69,9.29,55,2
38,15,97.51,8.63,73,1
56,8,99.68,5.79,89,3
66,28,95.18,5.2,94,4
30,15,97.68,7.95,71,1
53,10,99.35,9.48,85,2
55,21,96.88,9.3,81,2
44,16,98.82,8.15,76,1
64,24,99.98,6.12,87,3
59,9,99.7,5.61,51,3
45,12,97.32,7.99,74,1
37,17,98.58,7.73,70,1
49,10,99.21,6.6,82,2
66,28,95.03,5.38,93,4
47,11,96.53,6.65,55,2
88,32,82.1,1.19,39,5
33,15,98.53,7.09,60,1
47,22,99.27,6.75,85,2
70,29,100.36,5.16,46,4
33,20,97.54,8.36,74,1
52,10,99.35,9.19,56,2
58,9,99.76,6.31,86,3
65,9,99.81,6.17,88,3
43,14,97.28,8.81,66,1
81,38,105.21,1.7,115,5
88,0,109.65,3.74,114,5
73,28,95.29,5.13,92,4
83,4,109.53,2.32,121,5
72,7,95.45,10.27,47,4
47,10,96.85,6.84,83,2
73,30,95.33,5.11,91,4
71,27,95.03,10.04,47,4
50,11,96.72,9.15,82,2
50,11,99.44,6.58,57,2
46,11,99.27,6.83,84,2
45,12,97.15,7.07,78,1
60,25,96.28,6.32,50,3
76,38,106.59,2.15,128,5
55,10,96.69,6.73,57,2
66,6,95.37,10.37,46,4
55,10,96.83,6.84,81,2
34,15,98.92,7.38,60,1
73,28,95.52,10.09,92,4
58,25,96.09,6.23,90,3
57,24,96.3,5.51,88,3
34,12,97.56,8.45,76,1
76,1,105.14,0.58,123,5
59,26,96.33,5.79,50,3
53,11,99.23,6.87,84,2
49,22,99.34,6.83,85,2
38,15,97.83,8.99,62,1
59,25,99.78,5.63,88,3
50,10,96.71,9.23,81,2
53,11,96.83,6.69,83,2
31,18,97.87,8.66,74,1
64,8,96.13,6.21,90,3
68,27,100.23,5.3,48,4
62,24,96.27,6.32,90,3
33,20,97.13,7.29,69,1
79,2,81.66,3.22,38,5
76,31,83.32,1.95,44,5
59,26,96.25,5.6,87,3
81,4,107.57,2.14,37,5
57,25,99.99,5.56,89,3
64,25,99.74,6.1,51,3
40,12,98.23,8.21,79,1
87,2,109.51,3.67,40,5
40,20,97.81,7.35,72,1
62,8,99.91,6.0,53,3
59,9,96.0,5.62,53,3
63,9,95.97,5.79,87,3
56,8,99.97,5.84,89,3
35,19,98.03,7.59,66,1
62,9,99.94,5.78,90,3
60,9,99.69,5.83,51,3
61,9,99.79,5.57,51,3
73,6,100.63,10.32,97,4
66,6,95.44,5.36,99,4
76,38,108.35,0.46,129,5
70,29,100.62,10.45,99,4
65,25,99.68,6.03,89,3
90,40,80.06,1.68,116,5
68,7,100.65,5.05,48,4
54,21,99.46,9.48,59,2
62,8,99.82,5.6,54,3
59,26,99.9,6.06,88,3
81,36,83.43,2.72,122,5
65,26,99.78,5.69,88,3
84,32,81.09,3.43,115,5
48,23,99.48,9.11,82,2
74,27,100.51,5.18,99,4
89,1,106.4,0.88,121,5
44,19,98.47,7.33,70,1
69,6,95.46,5.37,49,4
53,23,96.74,9.33,85,2
76,34,108.37,2.37,35,5
56,9,95.99,6.2,52,3
50,11,99.47,9.38,56,2
60,8,96.35,6.05,50,3
47,11,96.59,6.63,55,2
35,20,98.61,7.84,62,1
70,7,100.14,10.28,97,4
74,6,95.61,5.06,49,4
36,12,98.31,7.86,68,1
30,14,97.76,8.22,67,1
75,30,100.37,5.34,96,4
48,10,99.29,6.53,57,2
62,25,99.85,5.61,90,3
67,7,95.76,10.03,96,4
73,7,95.48,10.18,98,4
57,24,96.31,6.03,53,3
75,29,95.8,5.36,47,4
44,16,98.74,7.31,80,1
40,16,97.55,8.56,60,1
81,0,108.25,1.0,38,5
42,15,98.75,8.54,71,1
68,28,95.32,5.34,92,4
39,13,97.37,8.79,68,1
62,26,96.11,5.75,52,3
35,17,98.85,8.79,62,1
51,23,99.19,9.41,56,2
64,26,96.35,6.1,53,3
32,18,98.37,8.03,70,1
37,13,97.47,7.8,60,1
49,10,96.78,9.24,57,2
60,8,99.69,5.53,88,3
54,11,99.21,9.07,56,2
90,38,84.2,0.06,44,5
53,23,99.36,9.26,81,2
57,24,96.31,5.69,52,3
59,9,99.97,5.64,87,3
34,19,97.05,8.67,71,1
72,6,100.43,5.26,47,4
66,7,100.34,5.37,49,4
47,10,96.86,6.75,56,2
55,11,96.71,9.27,85,2
41,12,98.51,8.01,78,1
47,11,99.23,6.8,81,2
57,26,99.95,6.33,51,3
34,13,98.19,8.47,64,1
88,4,105.39,0.4,119,5
61,26,99.67,6.02,53,3
70,28,100.52,5.22,100,4
61,24,96.13,6.11,89,3
81,35,80.03,1.55,42,5
59,25,99.83,5.78,54,3
30,20,97.35,7.57,63,1
42,14,97.39,8.79,60,1
69,7,100.54,5.13,100,4
73,27,100.62,10.3,97,4
48,22,99.37,6.64,84,2
38,14,97.62,8.18,71,1
62,25,96.31,6.13,86,3
72,30,95.07,10.11,99,4
57,8,99.89,6.07,50,3
62,9,96.26,5.79,87,3
77,37,84.37,3.27,40,5
61,24,99.69,5.71,52,3
57,9,99.62,5.67,86,3
39,16,98.17,7.36,72,1
32,12,97.57,7.94,77,1
30,19,97.93,7.37,73,1
39,16,98.84,8.31,67,1
42,16,98.99,8.79,61,1
73,7,100.48,10.38,46,4
60,24,99.68,6.13,90,3
88,34,108.49,2.22,113,5
79,33,81.21,3.58,37,5
85,39,84.33,0.16,112,5
78,5,82.71,1.82,43,5
61,8,95.98,5.56,53,3
66,30,95.04,5.05,99,4
42,20,97.78,8.51,61,1
85,3,82.65,3.51,125,5
30,19,97.79,7.19,76,1
69,7,95.45,5.08,97,4
75,7,100.41,10.18,48,4
72,7,95.62,5.15,100,4
45,12,97.59,7.01,72,1
74,7,100.61,5.05,94,4
74,27,100.19,10.28,92,4
67,7,100.27,10.39,49,4
57,8,95.94,5.53,87,3
44,15,97.59,8.1,61,1
81,5,109.48,1.19,121,5
78,1,107.31,1.49,42,5
74,6,95.66,5.2,94,4
46,10,99.39,9.47,82,2
88,40,84.31,2.51,40,5
62,9,99.8,6.38,89,3
68,7,95.66,10.42,49,4
50,11,99.29,6.8,81,2
65,9,99.76,6.03,90,3
80,31,107.79,2.45,42,5
71,7,100.32,5.18,93,4
70,6,100.27,10.33,49,4
89,2,84.53,0.23,110,5
61,25,99.65,5.88,87,3
75,29,100.49,5.13,91,4
30,16,97.06,7.61,72,1
60,26,99.94,6.29,90,3
70,6,100.49,5.24,45,4
74,7,100.62,5.23,48,4
89,34,81.62,1.55,111,5
72,27,100.35,5.0,47,4
39,18,97.93,8.21,71,1
60,26,99.65,5.59,86,3
69,27,95.05,10.1,49,4
70,6,100.15,5.34,48,4
36,16,98.21,7.81,67,1
74,28,100.31,5.28,46,4
47,10,96.62,9.17,56,2
68,30,95.01,10.29,94,4
41,14,98.99,8.83,79,1
44,13,98.82,8.12,68,1
45,15,98.97,7.16,78,1
33,13,97.86,8.26,64,1
46,22,99.21,6.79,82,2
47,11,99.26,9.03,56,2
55,22,96.56,6.6,56,2
66,7,100.33,5.18,92,4
33,14,97.13,8.64,62,1
61,8,99.93,6.19,86,3
33,15,98.25,8.95,74,1
72,27,100.51,5.26,95,4
66,30,95.16,5.38,45,4
49,23,96.69,6.57,82,2
89,40,83.89,3.18,39,5
77,5,105.98,0.46,127,5
77,1,83.29,3.28,41,5
70,28,100.34,5.09,48,4
55,22,99.5,9.24,59,2
75,27,95.61,5.07,45,4
49,11,96.53,6.5,84,2
31,17,97.53,8.74,62,1
31,17,98.95,7.08,61,1
42,16,97.19,8.99,76,1
32,19,98.77,7.75,75,1
73,28,100.31,10.27,49,4
49,22,99.1,9.21,85,2
57,24,99.87,5.61,54,3
66,6,95.54,5.17,45,4
90,0,109.92,2.83,110,5
37,18,97.65,8.1,64,1
33,18,97.4,8.94,74,1
67,6,95.21,10.07,91,4
69,28,95.35,10.09,92,4
53,22,96.6,9.29,81,2
32,18,97.5,8.95,72,1
55,23,96.62,6.89,55,2
57,24,96.04,6.33,89,3
42,19,98.23,8.04,62,1
58,24,99.87,6.33,86,3
50,10,99.14,6.74,55,2
63,9,96.36,5.69,53,3
73,6,95.23,10.44,93,4
46,11,96.82,6.57,85,2
70,6,95.51,5.1,95,4
41,15,97.9,7.09,78,1
79,40,109.0,1.03,129,5
41,12,98.74,8.04,70,1
38,20,98.32,7.73,72,1
73,27,95.68,10.42,92,4
64,26,96.18,5.57,89,3
57,9,99.78,5.53,89,3
77,39,84.14,3.12,36,5
58,9,96.14,6.19,90,3
78,31,84.56,2.99,124,5
51,10,99.29,6.89,57,2
81,5,84.27,2.98,42,5
56,9,99.94,6.28,89,3
30,12,98.58,8.51,60,1
49,11,96.68,9.48,84,2
67,27,100.47,5.18,49,4
50,23,99.46,6.65,85,2
60,8,99.61,5.69,88,3
48,23,96.6,9.26,81,2
49,22,99.19,6.8,84,2
41,16,97.7,7.91,77,1
40,16,97.03,7.03,78,1
65,25,95.97,5.84,87,3
54,22,96.86,6.61,58,2
48,11,96.88,6.53,56,2
83,0,108.28,2.14,115,5
73,27,100.63,5.31,100,4
90,4,109.28,1.79,113,5
77,1,82.36,2.58,41,5
73,30,95.43,5.28,96,4
41,15,97.13,8.1,64,1
50,21,96.83,9.36,59,2
87,3,109.85,2.4,120,5
63,24,96.1,6.26,54,3
63,8,99.73,5.53,54,3
90,35,80.95,0.85,130,5
31,14,98.12,7.8,65,1
87,36,83.24,0.19,38,5
47,10,96.82,6.59,56,2
55,21,96.64,6.74,82,2
45,17,97.78,7.08,77,1
30,17,98.52,7.55,60,1
51,21,96.5,6.73,84,2
49,21,99.45,6.55,59,2
67,29,95.14,5.32,93,4
74,7,95.76,5.29,48,4
82,39,81.83,0.37,38,5
61,26,96.08,5.8,87,3
44,19,98.14,8.16,71,1
31,20,97.22,7.13,65,1
53,10,99.18,9.01,57,2
89,34,81.97,0.28,112,5
59,26,99.77,6.32,89,3
46,11,99.29,9.26,58,2
57,8,99.7,6.16,53,3
71,7,95.1,10.19,96,4
82,32,108.02,3.35,118,5
90,35,105.19,0.56,126,5
47,22,99.34,9.14,84,2
69,7,100.37,10.01,93,4
74,7,95.72,5.3,46,4
65,24,96.4,5.66,53,3
89,4,82.09,3.4,42,5
56,9,96.09,6.25,90,3
48,11,96.82,6.54,58,2
45,14,98.75,8.39,74,1
54,22,99.33,6.77,56,2
73,30,95.35,10.03,98,4
65,8,99.85,6.1,90,3
65,26,96.14,5.74,50,3
48,22,96.6,9.46,81,2
77,37,83.42,3.22,129,5
42,16,97.39,7.17,75,1
55,21,96.76,6.58,58,2
48,10,99.21,6.68,82,2
48,22,99.1,6.79,58,2
31,13,98.24,8.47,63,1
38,15,98.06,8.29,65,1
76,33,84.1,1.29,42,5
56,26,99.98,6.38,87,3
41,20,98.11,8.21,69,1
35,14,98.0,8.14,65,1
81,40,84.34,1.99,44,5
48,21,99.25,6.73,57,2
67,6,100.51,10.18,46,4
86,3,84.0,1.84,125,5
83,37,106.46,1.91,38,5
44,12,97.21,8.56,77,1
89,35,105.15,2.33,120,5
81,32,81.29,0.88,43,5
79,34,84.21,3.89,127,5
64,25,95.92,5.87,52,3
46,10,99.14,9.13,82,2
36,16,97.22,7.7,72,1
83,0,83.21,0.67,39,5
42,13,97.74,8.52,60,1
34,15,98.87,7.39,69,1
52,10,99.29,6.81,56,2
85,32,81.64,2.17,35,5
70,27,95.46,10.46,91,4
68,27,100.44,5.29,93,4
42,14,97.0,8.27,78,1
66,7,100.54,10.08,49,4
58,9,96.09,5.58,52,3
31,13,97.47,8.63,72,1
58,24,99.97,6.07,89,3
59,25,99.85,5.71,53,3
61,8,99.84,6.12,51,3
40,17,97.15,7.27,75,1
72,30,95.4,5.14,45,4
53,21,99.45,6.74,85,2
39,19,98.1,7.64,71,1
69,7,95.71,10.3,48,4
63,9,96.34,6.01,53,3
45,20,97.24,8.73,70,1
68,29,95.33,5.11,45,4
47,10,99.13,6.85,85,2
85,4,81.97,3.11,42,5
62,26,99.77,5.55,53,3
83,39,106.23,3.9,121,5
64,25,100.0,5.79,51,3
63,9,96.25,6.35,53,3
30,12,98.65,8.67,80,1
40,17,97.6,7.64,62,1
32,12,98.84,7.13,60,1
66,7,100.61,5.32,93,4
66,7,100.2,10.21,47,4
65,26,95.92,5.86,52,3
32,12,98.84,7.14,61,1
87,34,109.93,1.6,110,5
87,2,106.92,1.18,127,5
33,12,98.59,8.3,69,1
37,17,98.45,8.55,76,1
69,27,100.35,10.29,100,4
59,24,99.67,5.71,50,3
56,24,99.95,5.74,51,3
61,9,99.78,5.74,54,3
48,21,99.27,9.21,56,2
82,35,84.62,2.27,120,5
48,10,99.36,9.22,55,2
89,36,83.09,3.34,120,5
37,16,98.14,8.85,76,1
46,22,99.13,9.3,55,2
45,13,97.57,7.74,66,1
30,18,97.18,7.09,80,1
42,19,98.82,7.54,65,1
62,26,99.64,6.37,50,3
53,23,96.74,9.3,58,2
76,34,107.74,3.97,44,5
82,33,84.75,0.92,44,5
67,28,95.08,10.3,92,4
